Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin,Days_Rest_Home,Days_Rest_Away,home_win,implied_home_prob_vig,implied_away_prob_vig,vig,market_home_prob,home_win_pct_last5,home_win_pct_last10,home_win_pct_last20,home_season_win_pct,home_days_rest,away_win_pct_last5,away_win_pct_last10,away_win_pct_last20,away_season_win_pct,away_days_rest,diff_win_pct_last5,diff_win_pct_last10,diff_win_pct_last20,diff_season_win_pct,diff_days_rest
2007-11-06,Houston Rockets,San Antonio Spurs,185.0,0.0,115.0,-135.0,170,8,1,4,1,0.4651162790697674,0.574468085106383,0.0395843641761504,0.447405997144217,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,4.0,-0.25,-0.25,-0.25,-0.25,-3.0
2007-11-07,Atlanta Hawks,Phoenix Suns,208.5,5.5,190.0,-230.0,201,9,1,1,1,0.3448275862068966,0.696969696969697,0.0417972831765935,0.3309929789368104,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.75,0.75,0.75,0.75,1.0,-0.4166666666666667,-0.4166666666666667,-0.4166666666666667,-0.4166666666666667,0.0
2007-11-07,Toronto Raptors,Orlando Magic,186.5,3.0,-200.0,170.0,201,-9,1,1,0,0.6666666666666666,0.3703703703703703,0.0370370370370369,0.6428571428571429,0.5,0.5,0.5,0.5,1.0,0.75,0.75,0.75,0.75,1.0,-0.25,-0.25,-0.25,-0.25,0.0
2007-11-07,Indiana Pacers,Los Angeles Clippers,200.5,5.0,-290.0,240.0,193,-15,4,1,0,0.7435897435897436,0.2941176470588235,0.0377073906485672,0.7165697674418604,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
2007-11-07,Philadelphia 76ers,Charlotte Bobcats,190.0,3.5,-195.0,165.0,157,31,4,1,1,0.6610169491525424,0.3773584905660377,0.03837543971858,0.6365876193409301,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,3.0
2007-11-07,Boston Celtics,Denver Nuggets,203.0,5.5,-295.0,245.0,212,26,3,1,1,0.7468354430379747,0.2898550724637681,0.0366905155017427,0.7204034684126703,1.0,1.0,1.0,1.0,3.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,2.0
2007-11-07,San Antonio Spurs,Miami Heat,185.5,10.5,-1200.0,800.0,166,10,1,3,1,0.9230769230769232,0.1111111111111111,0.0341880341880342,0.8925619834710743,0.75,0.75,0.75,0.75,1.0,0.0,0.0,0.0,0.0,3.0,0.75,0.75,0.75,0.75,-2.0
2007-11-07,Utah Jazz,Cleveland Cavaliers,196.0,8.0,-500.0,400.0,204,2,3,1,1,0.8333333333333334,0.2,0.0333333333333334,0.8064516129032258,0.5,0.5,0.5,0.5,3.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2.0
2007-11-07,Portland Trail Blazers,New Orleans Pelicans,202.0,2.5,125.0,-145.0,183,3,4,1,1,0.4444444444444444,0.5918367346938775,0.0362811791383219,0.4288840262582056,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,3.0
2007-11-07,Seattle SuperSonics,Memphis Grizzlies,219.5,1.5,-110.0,-110.0,203,-7,1,4,0,0.5238095238095238,0.5238095238095238,0.0476190476190476,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-3.0
2007-11-08,New Jersey Nets,Washington Wizards,194.0,6.0,-275.0,235.0,172,2,2,5,1,0.7333333333333333,0.2985074626865671,0.0318407960199005,0.7107039537126325,0.75,0.75,0.75,0.75,2.0,0.0,0.0,0.0,0.0,5.0,0.75,0.75,0.75,0.75,-3.0
2007-11-08,Chicago Bulls,Detroit Pistons,184.0,1.5,-120.0,100.0,190,4,2,4,1,0.5454545454545454,0.5,0.0454545454545454,0.5217391304347826,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,-1.0,-1.0,-1.0,-1.0,-2.0
2007-11-08,Golden State Warriors,Dallas Mavericks,213.5,7.5,275.0,-325.0,235,-5,2,3,0,0.2666666666666666,0.7647058823529411,0.0313725490196077,0.2585551330798479,0.0,0.0,0.0,0.0,2.0,0.75,0.75,0.75,0.75,3.0,-0.75,-0.75,-0.75,-0.75,-1.0
2007-11-09,Miami Heat,Phoenix Suns,201.0,8.5,315.0,-375.0,207,-5,2,2,0,0.2409638554216867,0.7894736842105263,0.0304375396322131,0.2338461538461538,0.0,0.0,0.0,0.0,2.0,0.6,0.6,0.6,0.6,2.0,-0.6,-0.6,-0.6,-0.6,0.0
2007-11-09,Boston Celtics,Atlanta Hawks,194.0,7.0,-430.0,360.0,189,23,2,2,1,0.8113207547169812,0.217391304347826,0.0287120590648073,0.7886762360446571,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,0.5,0.5,0.5,0.5,0.0
2007-11-09,Seattle SuperSonics,Utah Jazz,210.5,7.0,240.0,-290.0,204,-2,2,2,0,0.2941176470588235,0.7435897435897436,0.0377073906485672,0.2834302325581395,0.0,0.0,0.0,0.0,2.0,0.6,0.6,0.6,0.6,2.0,-0.6,-0.6,-0.6,-0.6,0.0
2007-11-09,Philadelphia 76ers,Toronto Raptors,188.0,1.0,110.0,-130.0,208,-2,2,2,0,0.4761904761904761,0.5652173913043478,0.0414078674948239,0.4572564612326044,0.5,0.5,0.5,0.5,2.0,0.4,0.4,0.4,0.4,2.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0
2007-11-09,New Orleans Pelicans,San Antonio Spurs,188.0,3.5,145.0,-165.0,182,-12,2,2,0,0.4081632653061224,0.6226415094339622,0.0308047747400848,0.3959656331714605,0.8,0.8,0.8,0.8,2.0,0.8,0.8,0.8,0.8,2.0,0.0,0.0,0.0,0.0,0.0
2007-11-09,Charlotte Bobcats,Indiana Pacers,194.5,3.0,-125.0,105.0,183,9,2,2,1,0.5555555555555556,0.4878048780487805,0.043360433604336,0.5324675324675325,0.5,0.5,0.5,0.5,2.0,0.75,0.75,0.75,0.75,2.0,-0.25,-0.25,-0.25,-0.25,0.0
2007-11-09,New York Knicks,Orlando Magic,198.5,1.0,-115.0,-105.0,214,-10,3,2,0,0.5348837209302325,0.5121951219512195,0.0470788428814521,0.5108342361863488,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,0.8,0.8,0.8,0.8,2.0,-0.13333333333333341,-0.13333333333333341,-0.13333333333333341,-0.13333333333333341,1.0
2007-11-09,Los Angeles Lakers,Minnesota Timberwolves,201.0,11.0,-800.0,600.0,200,14,3,3,1,0.8888888888888888,0.1428571428571428,0.0317460317460316,0.8615384615384616,0.5,0.5,0.5,0.5,3.0,0.0,0.0,0.0,0.0,3.0,0.5,0.5,0.5,0.5,0.0
2007-11-09,Sacramento Kings,Cleveland Cavaliers,194.5,6.5,205.0,-245.0,184,-2,3,2,0,0.3278688524590163,0.7101449275362319,0.0380137799952482,0.3158617532616159,0.25,0.25,0.25,0.25,3.0,0.4,0.4,0.4,0.4,2.0,-0.15000000000000002,-0.15000000000000002,-0.15000000000000002,-0.15000000000000002,1.0
2007-11-09,Detroit Pistons,Los Angeles Clippers,192.0,7.5,-375.0,315.0,182,24,1,2,1,0.7894736842105263,0.2409638554216867,0.0304375396322131,0.7661538461538461,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,2.0,-0.25,-0.25,-0.25,-0.25,-1.0
2007-11-09,Portland Trail Blazers,Memphis Grizzlies,208.0,1.0,-140.0,120.0,208,12,2,2,1,0.5833333333333334,0.4545454545454545,0.0378787878787878,0.562043795620438,0.25,0.25,0.25,0.25,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,-0.08333333333333331,-0.08333333333333331,-0.08333333333333331,-0.08333333333333331,0.0
2007-11-09,Houston Rockets,Milwaukee Bucks,191.0,9.5,-475.0,395.0,192,16,3,3,1,0.8260869565217391,0.202020202020202,0.0281071585419412,0.8035027765912003,0.8,0.8,0.8,0.8,3.0,0.5,0.5,0.5,0.5,3.0,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.0
2007-11-09,Washington Wizards,Denver Nuggets,210.5,3.0,110.0,-130.0,210,-26,1,2,0,0.4761904761904761,0.5652173913043478,0.0414078674948239,0.4572564612326044,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.4,0.4,2.0,-0.4,-0.4,-0.4,-0.4,-1.0
2007-11-10,Indiana Pacers,Denver Nuggets,210.5,0.0,105.0,-125.0,219,-7,1,1,0,0.4878048780487805,0.5555555555555556,0.043360433604336,0.4675324675324675,0.6,0.6,0.6,0.6,1.0,0.4,0.5,0.5,0.5,1.0,0.19999999999999996,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0
2007-11-10,Orlando Magic,Phoenix Suns,205.5,0.0,105.0,-125.0,202,-10,1,1,0,0.4878048780487805,0.5555555555555556,0.043360433604336,0.4675324675324675,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.20000000000000007,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.0
2007-11-10,New Jersey Nets,Boston Celtics,186.0,2.0,130.0,-150.0,213,-11,2,1,0,0.4347826086956521,0.6,0.0347826086956521,0.4201680672268907,0.8,0.8,0.8,0.8,2.0,1.0,1.0,1.0,1.0,1.0,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,1.0
2007-11-10,Chicago Bulls,Toronto Raptors,191.0,5.5,-260.0,220.0,172,-30,2,1,0,0.7222222222222222,0.3125,0.0347222222222223,0.6979865771812079,0.2,0.2,0.2,0.2,2.0,0.4,0.5,0.5,0.5,1.0,-0.2,-0.3,-0.3,-0.3,1.0
