Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin,Days_Rest_Home,Days_Rest_Away,home_win,implied_home_prob_vig,implied_away_prob_vig,vig,market_home_prob
2009-01-31,Philadelphia 76ers,New Jersey Nets,196.0,8.0,-355.0,295.0,168,-2,1,1,0,0.7802197802197802,0.25316455696202533,0.033384337181805446,0.7550141337999732
2009-01-31,Indiana Pacers,New York Knicks,224.5,4.5,-190.0,160.0,235,-9,1,3,0,0.6551724137931034,0.38461538461538464,0.039787798408488007,0.6301020408163266
2009-01-31,Memphis Grizzlies,Los Angeles Lakers,204.0,11.5,500.0,-700.0,213,-17,3,1,0,0.16666666666666666,0.875,0.04166666666666674,0.15999999999999998
2009-02-01,Toronto Raptors,Orlando Magic,201.5,6.0,220.0,-260.0,203,-23,2,3,0,0.3125,0.7222222222222222,0.03472222222222232,0.3020134228187919
2009-02-01,Boston Celtics,Minnesota Timberwolves,197.5,13.5,-800.0,600.0,210,8,2,2,1,0.8888888888888888,0.14285714285714285,0.03174603174603163,0.8615384615384616
2009-02-01,Detroit Pistons,Cleveland Cavaliers,180.0,4.0,170.0,-200.0,170,-10,2,2,0,0.37037037037037035,0.6666666666666666,0.03703703703703698,0.35714285714285715
2009-02-01,Sacramento Kings,Oklahoma City Thunder,214.5,1.5,-130.0,110.0,240,4,2,2,1,0.5652173913043478,0.47619047619047616,0.04140786749482395,0.5427435387673957
2009-02-02,Golden State Warriors,San Antonio Spurs,213.0,4.5,180.0,-220.0,215,-5,2,2,0,0.35714285714285715,0.6875,0.044642857142857206,0.3418803418803419
2009-02-02,Utah Jazz,Charlotte Bobcats,193.5,7.5,-310.0,260.0,191,19,2,3,1,0.7560975609756098,0.2777777777777778,0.03387533875338766,0.7313237221494101
2009-02-02,Phoenix Suns,Sacramento Kings,224.0,13.0,-2500.0,1400.0,210,48,2,1,1,0.9615384615384616,0.06666666666666667,0.028205128205128327,0.9351620947630922
2009-02-02,New Orleans Pelicans,Portland Trail Blazers,187.0,4.0,-160.0,140.0,186,-8,2,2,0,0.6153846153846154,0.4166666666666667,0.03205128205128216,0.5962732919254659
2009-02-02,Washington Wizards,Memphis Grizzlies,192.5,5.5,-200.0,170.0,210,-16,2,2,0,0.6666666666666666,0.37037037037037035,0.03703703703703698,0.6428571428571429
2009-02-02,New York Knicks,Los Angeles Lakers,225.0,5.5,210.0,-250.0,243,-9,2,2,0,0.3225806451612903,0.7142857142857143,0.03686635944700467,0.31111111111111106
2009-02-02,Orlando Magic,Dallas Mavericks,208.5,7.0,-340.0,280.0,200,-10,1,2,0,0.7727272727272727,0.2631578947368421,0.03588516746411474,0.745958429561201
2009-02-02,Miami Heat,Los Angeles Clippers,192.0,10.5,-600.0,400.0,214,24,2,2,1,0.8571428571428571,0.2,0.05714285714285716,0.8108108108108107
2009-02-03,New Jersey Nets,Milwaukee Bucks,194.5,3.5,-200.0,170.0,184,14,3,3,1,0.6666666666666666,0.37037037037037035,0.03703703703703698,0.6428571428571429
2009-02-03,Houston Rockets,Chicago Bulls,198.0,9.0,-320.0,260.0,207,7,3,3,1,0.7619047619047619,0.2777777777777778,0.03968253968253954,0.7328244274809161
2009-02-03,Denver Nuggets,San Antonio Spurs,198.5,5.5,-1200.0,800.0,200,8,4,1,1,0.9230769230769231,0.1111111111111111,0.03418803418803429,0.8925619834710743
2009-02-03,Philadelphia 76ers,Boston Celtics,189.5,1.5,145.0,-165.0,199,-1,3,2,0,0.40816326530612246,0.6226415094339622,0.030804774740084806,0.39596563317146055
2009-02-03,Cleveland Cavaliers,Toronto Raptors,193.5,10.5,-650.0,450.0,184,18,2,2,1,0.8666666666666667,0.18181818181818182,0.048484848484848575,0.8265895953757225
2009-02-03,Indiana Pacers,Minnesota Timberwolves,218.0,4.5,-200.0,170.0,227,-5,3,2,0,0.6666666666666666,0.37037037037037035,0.03703703703703698,0.6428571428571429
2009-02-04,Golden State Warriors,Phoenix Suns,229.0,3.0,155.0,-175.0,236,12,2,2,1,0.39215686274509803,0.6363636363636364,0.028520499108734443,0.38128249566724437
2009-02-04,Dallas Mavericks,Portland Trail Blazers,198.0,4.0,-160.0,140.0,203,5,2,2,1,0.6153846153846154,0.4166666666666667,0.03205128205128216,0.5962732919254659
2009-02-04,New Orleans Pelicans,Chicago Bulls,189.0,1.5,-125.0,105.0,200,-14,2,1,0,0.5555555555555556,0.4878048780487805,0.04336043360433606,0.5324675324675325
2009-02-04,Oklahoma City Thunder,Denver Nuggets,212.5,4.5,100.0,-120.0,227,-1,3,1,0,0.5,0.5454545454545454,0.045454545454545414,0.4782608695652174
2009-02-04,Memphis Grizzlies,Houston Rockets,195.0,6.0,220.0,-260.0,197,11,2,1,1,0.3125,0.7222222222222222,0.03472222222222232,0.3020134228187919
2009-02-04,Minnesota Timberwolves,Atlanta Hawks,203.0,1.0,-130.0,110.0,180,-8,1,4,0,0.5652173913043478,0.47619047619047616,0.04140786749482395,0.5427435387673957
2009-02-04,New York Knicks,Cleveland Cavaliers,209.0,5.5,190.0,-230.0,209,-5,2,1,0,0.3448275862068966,0.696969696969697,0.04179728317659359,0.33099297893681046
2009-02-04,Washington Wizards,New Jersey Nets,195.0,1.0,100.0,-120.0,203,-27,2,1,0,0.5,0.5454545454545454,0.045454545454545414,0.4782608695652174
2009-02-04,Orlando Magic,Los Angeles Clippers,198.5,13.5,-1100.0,700.0,221,29,2,2,1,0.9166666666666666,0.125,0.04166666666666652,0.8800000000000001
2009-02-04,Toronto Raptors,Los Angeles Lakers,214.0,8.0,300.0,-360.0,222,-8,1,2,0,0.25,0.782608695652174,0.032608695652173836,0.24210526315789477
2009-02-04,Detroit Pistons,Miami Heat,181.5,4.0,-180.0,160.0,183,3,3,2,1,0.6428571428571429,0.38461538461538464,0.027472527472527597,0.6256684491978609
2009-02-05,Philadelphia 76ers,Indiana Pacers,214.5,5.5,-230.0,190.0,193,5,2,2,1,0.696969696969697,0.3448275862068966,0.04179728317659359,0.6690070210631895
2009-02-05,Boston Celtics,Los Angeles Lakers,204.0,5.5,-300.0,250.0,219,-1,2,1,0,0.75,0.2857142857142857,0.03571428571428559,0.7241379310344829
2009-02-05,Utah Jazz,Dallas Mavericks,208.0,3.0,-165.0,145.0,202,28,3,1,1,0.6226415094339622,0.40816326530612246,0.030804774740084806,0.6040343668285393
2009-02-06,New Orleans Pelicans,Toronto Raptors,186.5,4.5,-130.0,110.0,193,9,2,2,1,0.5652173913043478,0.47619047619047616,0.04140786749482395,0.5427435387673957
2009-02-06,Phoenix Suns,Golden State Warriors,230.5,9.5,-550.0,425.0,220,10,2,2,1,0.8461538461538461,0.19047619047619047,0.0366300366300365,0.8162544169611309
2009-02-06,Sacramento Kings,Utah Jazz,216.5,3.0,135.0,-155.0,218,-4,4,1,0,0.425531914893617,0.6078431372549019,0.03337505214851899,0.4117884537747275
2009-02-06,Oklahoma City Thunder,Portland Trail Blazers,201.0,4.5,210.0,-250.0,195,9,2,2,1,0.3225806451612903,0.7142857142857143,0.03686635944700467,0.31111111111111106
2009-02-06,Washington Wizards,Denver Nuggets,205.5,6.0,330.0,-420.0,227,-21,2,2,0,0.23255813953488372,0.8076923076923077,0.0402504472271914,0.2235597592433362
2009-02-06,New York Knicks,Boston Celtics,209.0,5.5,245.0,-295.0,210,-10,2,1,0,0.2898550724637681,0.7468354430379747,0.03669051550174274,0.2795965315873297
2009-02-06,Indiana Pacers,Orlando Magic,218.5,5.5,225.0,-265.0,209,5,1,2,1,0.3076923076923077,0.726027397260274,0.0337197049525817,0.2976554536187564
2009-02-06,Charlotte Bobcats,Atlanta Hawks,185.5,2.5,-105.0,-115.0,199,-5,4,2,0,0.5121951219512195,0.5348837209302325,0.04707884288145214,0.4891657638136511
2009-02-06,Memphis Grizzlies,Los Angeles Clippers,198.0,5.5,-175.0,155.0,231,-21,2,2,0,0.6363636363636364,0.39215686274509803,0.028520499108734443,0.6187175043327556
2009-02-07,Houston Rockets,Minnesota Timberwolves,200.0,8.0,-335.0,275.0,197,17,3,3,1,0.7701149425287356,0.26666666666666666,0.0367816091954023,0.7427937915742794
2009-02-07,Atlanta Hawks,Los Angeles Clippers,200.0,8.0,-285.0,240.0,218,-24,1,1,0,0.7402597402597403,0.29411764705882354,0.03437738731856377,0.7156573116691285
2009-02-07,Philadelphia 76ers,Miami Heat,193.0,4.5,-165.0,145.0,178,10,2,3,1,0.6226415094339622,0.40816326530612246,0.030804774740084806,0.6040343668285393
2009-02-07,New Jersey Nets,Denver Nuggets,206.0,3.0,120.0,-140.0,184,44,3,1,1,0.45454545454545453,0.5833333333333334,0.037878787878787845,0.43795620437956206
2009-02-07,Memphis Grizzlies,Toronto Raptors,198.0,2.5,105.0,-125.0,148,8,1,1,1,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2009-02-07,Milwaukee Bucks,Detroit Pistons,182.5,2.5,170.0,-200.0,247,-5,4,3,0,0.37037037037037035,0.6666666666666666,0.03703703703703698,0.35714285714285715
2009-02-07,Dallas Mavericks,Chicago Bulls,209.0,7.0,-300.0,250.0,229,1,2,3,1,0.75,0.2857142857142857,0.03571428571428559,0.7241379310344829
2009-02-08,Oklahoma City Thunder,Sacramento Kings,216.5,6.5,-300.0,250.0,229,3,2,2,1,0.75,0.2857142857142857,0.03571428571428559,0.7241379310344829
2009-02-08,New Orleans Pelicans,Minnesota Timberwolves,189.0,4.0,-140.0,120.0,198,4,2,1,1,0.5833333333333334,0.45454545454545453,0.037878787878787845,0.562043795620438
2009-02-08,Washington Wizards,Indiana Pacers,210.5,5.0,170.0,-200.0,236,2,2,2,1,0.37037037037037035,0.6666666666666666,0.03703703703703698,0.35714285714285715
2009-02-08,Miami Heat,Charlotte Bobcats,181.0,7.5,-360.0,300.0,188,4,1,2,1,0.782608695652174,0.25,0.032608695652173836,0.7578947368421054
2009-02-08,Boston Celtics,San Antonio Spurs,188.0,7.5,-300.0,250.0,204,-6,2,5,0,0.75,0.2857142857142857,0.03571428571428559,0.7241379310344829
2009-02-08,Portland Trail Blazers,New York Knicks,211.0,8.0,-360.0,300.0,217,1,2,2,1,0.782608695652174,0.25,0.032608695652173836,0.7578947368421054
2009-02-08,Cleveland Cavaliers,Los Angeles Lakers,205.5,4.5,-210.0,175.0,192,-10,4,3,0,0.6774193548387096,0.36363636363636365,0.04105571847507328,0.6507042253521127
2009-02-08,Detroit Pistons,Phoenix Suns,195.0,0.0,-125.0,105.0,204,-10,1,2,0,0.5555555555555556,0.4878048780487805,0.04336043360433606,0.5324675324675325
2009-02-08,Orlando Magic,New Jersey Nets,201.0,12.0,-1400.0,900.0,185,17,2,1,1,0.9333333333333333,0.1,0.03333333333333344,0.9032258064516129
2009-02-08,Golden State Warriors,Utah Jazz,223.5,1.5,105.0,-125.0,212,20,2,2,1,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2009-02-09,Milwaukee Bucks,Houston Rockets,196.5,6.5,200.0,-240.0,236,12,2,2,1,0.3333333333333333,0.7058823529411765,0.03921568627450989,0.32075471698113206
2009-02-09,Memphis Grizzlies,New Orleans Pelicans,186.0,2.0,-170.0,150.0,165,5,2,1,1,0.6296296296296297,0.4,0.029629629629629672,0.6115107913669064
2009-02-09,Philadelphia 76ers,Phoenix Suns,210.0,3.0,-160.0,140.0,199,17,2,1,1,0.6153846153846154,0.4166666666666667,0.03205128205128216,0.5962732919254659
2009-02-09,Charlotte Bobcats,Los Angeles Clippers,195.5,2.0,-110.0,-110.0,167,21,1,2,1,0.5238095238095238,0.5238095238095238,0.04761904761904767,0.5
2009-02-10,Atlanta Hawks,Washington Wizards,201.0,8.5,-450.0,350.0,201,21,3,2,1,0.8181818181818182,0.2222222222222222,0.04040404040404044,0.7864077669902912
2009-02-10,Indiana Pacers,Cleveland Cavaliers,210.5,6.5,245.0,-290.0,191,1,2,2,1,0.2898550724637681,0.7435897435897436,0.03344481605351168,0.28047464940668826
2009-02-10,Miami Heat,Denver Nuggets,203.0,1.0,-110.0,-110.0,181,-17,2,3,0,0.5238095238095238,0.5238095238095238,0.04761904761904767,0.5
2009-02-10,New Jersey Nets,San Antonio Spurs,187.5,5.0,200.0,-240.0,201,-15,2,2,0,0.3333333333333333,0.7058823529411765,0.03921568627450989,0.32075471698113206
2009-02-10,Minnesota Timberwolves,Toronto Raptors,194.0,1.0,130.0,-150.0,212,-8,2,3,0,0.43478260869565216,0.6,0.034782608695652195,0.42016806722689076
2009-02-10,Dallas Mavericks,Sacramento Kings,213.0,12.0,-750.0,550.0,218,18,3,2,1,0.8823529411764706,0.15384615384615385,0.036199095022624306,0.8515283842794761
2009-02-10,Chicago Bulls,Detroit Pistons,190.0,2.0,-155.0,135.0,209,5,3,2,1,0.6078431372549019,0.425531914893617,0.03337505214851899,0.5882115462252725
2009-02-10,Los Angeles Lakers,Oklahoma City Thunder,215.5,15.0,-800.0,600.0,203,7,2,2,1,0.8888888888888888,0.14285714285714285,0.03174603174603163,0.8615384615384616
2009-02-10,Golden State Warriors,New York Knicks,232.0,3.0,-180.0,160.0,271,17,2,2,1,0.6428571428571429,0.38461538461538464,0.027472527472527597,0.6256684491978609
2009-02-11,Utah Jazz,Los Angeles Lakers,216.5,2.5,100.0,-120.0,222,4,3,1,1,0.5,0.5454545454545454,0.045454545454545414,0.4782608695652174
2009-02-11,Los Angeles Clippers,New York Knicks,218.5,3.5,-230.0,190.0,252,4,2,1,1,0.696969696969697,0.3448275862068966,0.04179728317659359,0.6690070210631895
2009-02-11,Portland Trail Blazers,Oklahoma City Thunder,201.5,11.5,-900.0,600.0,198,14,3,1,1,0.9,0.14285714285714285,0.04285714285714293,0.863013698630137
2009-02-11,Houston Rockets,Sacramento Kings,213.0,13.5,-1300.0,850.0,176,12,2,1,1,0.9285714285714286,0.10526315789473684,0.03383458646616555,0.8981818181818181
2009-02-11,Milwaukee Bucks,Indiana Pacers,218.5,3.5,-220.0,180.0,232,12,2,1,1,0.6875,0.35714285714285715,0.044642857142857206,0.6581196581196581
2009-02-11,New Orleans Pelicans,Boston Celtics,185.5,7.5,260.0,-320.0,166,-12,2,3,0,0.2777777777777778,0.7619047619047619,0.03968253968253954,0.267175572519084
2009-02-11,Toronto Raptors,San Antonio Spurs,190.0,6.5,250.0,-300.0,180,2,1,1,1,0.2857142857142857,0.75,0.03571428571428559,0.27586206896551724
2009-02-11,Cleveland Cavaliers,Phoenix Suns,204.5,7.5,-500.0,350.0,201,17,1,2,1,0.8333333333333334,0.2222222222222222,0.05555555555555558,0.7894736842105263
2009-02-11,Charlotte Bobcats,Washington Wizards,187.5,7.5,-400.0,320.0,190,12,2,1,1,0.8,0.23809523809523808,0.03809523809523818,0.7706422018348623
2009-02-11,Orlando Magic,Denver Nuggets,209.5,8.0,-300.0,250.0,155,-9,3,1,0,0.75,0.2857142857142857,0.03571428571428559,0.7241379310344829
2009-02-11,Philadelphia 76ers,Memphis Grizzlies,188.0,12.0,-800.0,550.0,178,4,2,2,1,0.8888888888888888,0.15384615384615385,0.04273504273504258,0.8524590163934427
2009-02-11,Detroit Pistons,Atlanta Hawks,186.0,2.5,-170.0,150.0,194,-4,1,1,0,0.6296296296296297,0.4,0.029629629629629672,0.6115107913669064
2009-02-12,Chicago Bulls,Miami Heat,197.0,3.5,-185.0,165.0,188,-2,2,2,0,0.6491228070175439,0.37735849056603776,0.026481297583581753,0.6323766526926797
2009-02-12,Dallas Mavericks,Boston Celtics,198.5,3.5,145.0,-165.0,191,-7,2,1,0,0.40816326530612246,0.6226415094339622,0.030804774740084806,0.39596563317146055
2009-02-12,Golden State Warriors,Portland Trail Blazers,217.5,2.0,-145.0,125.0,203,7,2,1,1,0.5918367346938775,0.4444444444444444,0.03628117913832196,0.5711159737417943
2009-02-17,Utah Jazz,Memphis Grizzlies,198.5,11.0,-700.0,500.0,216,18,6,6,1,0.875,0.16666666666666666,0.04166666666666674,0.84
2009-02-17,Phoenix Suns,Los Angeles Clippers,219.0,7.5,-450.0,325.0,240,40,6,6,1,0.8181818181818182,0.23529411764705882,0.053475935828877,0.7766497461928935
2009-02-17,Houston Rockets,New Jersey Nets,192.5,6.0,-270.0,230.0,202,26,6,7,1,0.7297297297297297,0.30303030303030304,0.03276003276003281,0.7065820777160983
2009-02-17,Oklahoma City Thunder,New Orleans Pelicans,195.0,3.5,140.0,-160.0,198,-2,6,6,0,0.4166666666666667,0.6153846153846154,0.03205128205128216,0.40372670807453415
2009-02-17,Indiana Pacers,Philadelphia 76ers,211.0,3.0,-130.0,110.0,191,9,6,6,1,0.5652173913043478,0.47619047619047616,0.04140786749482395,0.5427435387673957
2009-02-17,Detroit Pistons,Milwaukee Bucks,195.5,7.0,-280.0,240.0,178,-6,6,6,0,0.7368421052631579,0.29411764705882354,0.030959752321981338,0.7147147147147147
2009-02-17,Washington Wizards,Minnesota Timberwolves,202.0,3.0,-135.0,115.0,214,8,6,7,1,0.574468085106383,0.46511627906976744,0.03958436417615041,0.552594002855783
2009-02-17,Orlando Magic,Charlotte Bobcats,188.0,8.5,-450.0,325.0,209,5,6,6,1,0.8181818181818182,0.23529411764705882,0.053475935828877,0.7766497461928935
2009-02-17,Los Angeles Lakers,Atlanta Hawks,213.5,9.0,-450.0,325.0,179,13,6,6,1,0.8181818181818182,0.23529411764705882,0.053475935828877,0.7766497461928935
2009-02-17,New York Knicks,San Antonio Spurs,209.0,5.0,165.0,-185.0,219,5,6,6,1,0.37735849056603776,0.6491228070175439,0.026481297583581753,0.3676233473073202
2009-02-18,Portland Trail Blazers,Memphis Grizzlies,196.5,11.5,-900.0,650.0,184,4,6,1,1,0.9,0.13333333333333333,0.03333333333333344,0.8709677419354838
2009-02-18,Dallas Mavericks,New Jersey Nets,198.0,7.0,-370.0,300.0,211,15,6,1,1,0.7872340425531915,0.25,0.037234042553191404,0.758974358974359
2009-02-18,Los Angeles Clippers,Phoenix Suns,228.5,7.0,335.0,-425.0,261,-23,1,1,0,0.22988505747126436,0.8095238095238095,0.039408866995073843,0.2211690363349131
2009-02-18,Sacramento Kings,Atlanta Hawks,210.5,5.5,250.0,-300.0,205,-5,7,1,0,0.2857142857142857,0.75,0.03571428571428559,0.27586206896551724
2009-02-18,Philadelphia 76ers,Denver Nuggets,203.0,1.0,-103.0,-117.0,190,-12,1,7,0,0.5073891625615764,0.5391705069124424,0.04655966947401868,0.48481627695110846
2009-02-18,Golden State Warriors,Los Angeles Lakers,227.0,5.0,165.0,-195.0,250,-8,6,1,0,0.37735849056603776,0.6610169491525424,0.03837543971858004,0.36341238065906994
2009-02-18,Milwaukee Bucks,Chicago Bulls,210.5,1.0,115.0,-135.0,217,-9,1,6,0,0.46511627906976744,0.574468085106383,0.03958436417615041,0.447405997144217
2009-02-18,Miami Heat,Minnesota Timberwolves,194.5,9.5,-600.0,450.0,215,-7,6,1,0,0.8571428571428571,0.18181818181818182,0.03896103896103886,0.8250000000000001
2009-02-18,Charlotte Bobcats,Indiana Pacers,202.0,5.0,-240.0,200.0,197,9,1,1,1,0.7058823529411765,0.3333333333333333,0.03921568627450989,0.6792452830188679
2009-02-18,Toronto Raptors,Cleveland Cavaliers,189.5,7.0,300.0,-370.0,169,-17,7,7,0,0.25,0.7872340425531915,0.037234042553191404,0.24102564102564106
2009-02-18,New Orleans Pelicans,Orlando Magic,189.5,1.5,-125.0,105.0,202,32,1,1,1,0.5555555555555556,0.4878048780487805,0.04336043360433606,0.5324675324675325
2009-02-19,Detroit Pistons,San Antonio Spurs,179.5,1.5,-120.0,100.0,162,-4,2,2,0,0.5454545454545454,0.5,0.045454545454545414,0.5217391304347826
2009-02-19,Utah Jazz,Boston Celtics,200.5,1.0,120.0,-140.0,175,5,2,7,1,0.45454545454545453,0.5833333333333334,0.037878787878787845,0.43795620437956206
2009-02-20,Los Angeles Lakers,New Orleans Pelicans,206.0,9.0,-420.0,330.0,226,4,2,2,1,0.8076923076923077,0.23255813953488372,0.0402504472271914,0.7764402407566638
2009-02-20,Portland Trail Blazers,Atlanta Hawks,195.0,5.0,-195.0,165.0,206,10,2,2,1,0.6610169491525424,0.37735849056603776,0.03837543971858004,0.6365876193409301
2009-02-20,Phoenix Suns,Oklahoma City Thunder,233.0,9.0,-385.0,315.0,258,22,2,3,1,0.7938144329896907,0.24096385542168675,0.03477828841137742,0.7671347977433681
2009-02-20,Chicago Bulls,Denver Nuggets,207.5,2.5,115.0,-135.0,215,17,2,2,1,0.46511627906976744,0.574468085106383,0.03958436417615041,0.447405997144217
2009-02-20,Milwaukee Bucks,Cleveland Cavaliers,197.0,7.5,275.0,-335.0,214,-8,2,2,0,0.26666666666666666,0.7701149425287356,0.0367816091954023,0.2572062084257206
2009-02-20,Houston Rockets,Dallas Mavericks,199.0,3.5,-175.0,155.0,179,7,3,2,1,0.6363636363636364,0.39215686274509803,0.028520499108734443,0.6187175043327556
2009-02-20,Memphis Grizzlies,Sacramento Kings,205.0,6.0,-290.0,240.0,221,-9,2,2,0,0.7435897435897436,0.29411764705882354,0.03770739064856721,0.7165697674418604
2009-02-20,Minnesota Timberwolves,Indiana Pacers,212.0,3.5,-125.0,105.0,217,-7,2,2,0,0.5555555555555556,0.4878048780487805,0.04336043360433606,0.5324675324675325
2009-02-20,New York Knicks,Toronto Raptors,212.0,3.5,-150.0,130.0,224,30,3,2,1,0.6,0.43478260869565216,0.034782608695652195,0.5798319327731092
2009-02-20,Charlotte Bobcats,Orlando Magic,189.0,2.5,105.0,-125.0,172,-12,2,2,0,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2009-02-20,New Jersey Nets,Washington Wizards,200.0,7.0,-320.0,260.0,203,-11,2,3,0,0.7619047619047619,0.2777777777777778,0.03968253968253954,0.7328244274809161
2009-02-21,Miami Heat,Philadelphia 76ers,188.0,4.5,-165.0,145.0,188,6,3,3,1,0.6226415094339622,0.40816326530612246,0.030804774740084806,0.6040343668285393
2009-02-21,Washington Wizards,San Antonio Spurs,193.0,8.0,300.0,-360.0,165,-31,1,2,0,0.25,0.782608695652174,0.032608695652173836,0.24210526315789477
2009-02-21,Dallas Mavericks,Sacramento Kings,212.5,13.0,-1400.0,900.0,211,21,1,1,1,0.9333333333333333,0.1,0.03333333333333344,0.9032258064516129
2009-02-21,Utah Jazz,New Orleans Pelicans,199.0,8.0,-320.0,260.0,190,14,2,1,1,0.7619047619047619,0.2777777777777778,0.03968253968253954,0.7328244274809161
2009-02-21,Golden State Warriors,Oklahoma City Thunder,228.5,8.5,-340.0,280.0,253,13,3,1,1,0.7727272727272727,0.2631578947368421,0.03588516746411474,0.745958429561201
2009-02-22,Portland Trail Blazers,Los Angeles Clippers,204.0,15.0,-2000.0,1200.0,203,29,2,4,1,0.9523809523809523,0.07692307692307693,0.0293040293040292,0.9252669039145908
2009-02-22,Cleveland Cavaliers,Detroit Pistons,179.5,9.0,-500.0,350.0,177,21,2,3,1,0.8333333333333334,0.2222222222222222,0.05555555555555558,0.7894736842105263
2009-02-22,Minnesota Timberwolves,Los Angeles Lakers,216.0,10.0,400.0,-600.0,219,-3,2,2,0,0.2,0.8571428571428571,0.05714285714285716,0.1891891891891892
2009-02-22,Orlando Magic,Miami Heat,192.0,9.0,-500.0,350.0,221,23,2,1,1,0.8333333333333334,0.2222222222222222,0.05555555555555558,0.7894736842105263
2009-02-22,Phoenix Suns,Boston Celtics,224.5,2.0,-135.0,115.0,236,-20,2,3,0,0.574468085106383,0.46511627906976744,0.03958436417615041,0.552594002855783
2009-02-22,Houston Rockets,Charlotte Bobcats,182.0,7.0,-275.0,235.0,177,21,2,2,1,0.7333333333333333,0.29850746268656714,0.03184079601990053,0.7107039537126325
2009-02-22,Toronto Raptors,New York Knicks,215.0,3.0,-165.0,145.0,211,11,2,2,1,0.6226415094339622,0.40816326530612246,0.030804774740084806,0.6040343668285393
2009-02-22,Indiana Pacers,Chicago Bulls,216.5,2.5,110.0,-130.0,189,7,2,2,1,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.4572564612326044
2009-02-22,Milwaukee Bucks,Denver Nuggets,210.5,3.5,145.0,-165.0,237,3,2,2,1,0.40816326530612246,0.6226415094339622,0.030804774740084806,0.39596563317146055
2009-02-23,New York Knicks,Indiana Pacers,224.0,6.0,-325.0,265.0,242,4,1,1,1,0.7647058823529411,0.273972602739726,0.038678485092667136,0.7362296353762606
2009-02-23,New Jersey Nets,Philadelphia 76ers,190.5,1.0,125.0,-145.0,194,2,3,2,1,0.4444444444444444,0.5918367346938775,0.03628117913832196,0.42888402625820565
2009-02-23,Utah Jazz,Atlanta Hawks,206.0,7.0,-335.0,275.0,197,19,2,3,1,0.7701149425287356,0.26666666666666666,0.0367816091954023,0.7427937915742794
2009-02-23,Denver Nuggets,Boston Celtics,203.0,2.0,100.0,-120.0,190,-38,1,1,0,0.5,0.5454545454545454,0.045454545454545414,0.4782608695652174
2009-02-23,Sacramento Kings,New Orleans Pelicans,203.0,7.5,375.0,-475.0,217,-7,2,2,0,0.21052631578947367,0.8260869565217391,0.0366132723112127,0.20309050772626933
2009-02-23,Los Angeles Clippers,Golden State Warriors,228.0,4.0,145.0,-165.0,223,13,1,2,1,0.40816326530612246,0.6226415094339622,0.030804774740084806,0.39596563317146055
2009-02-24,Phoenix Suns,Charlotte Bobcats,222.0,6.5,-320.0,260.0,214,10,2,2,1,0.7619047619047619,0.2777777777777778,0.03968253968253954,0.7328244274809161
2009-02-24,San Antonio Spurs,Dallas Mavericks,190.5,4.5,-120.0,100.0,169,17,3,3,1,0.5454545454545454,0.5,0.045454545454545414,0.5217391304347826
2009-02-24,Houston Rockets,Portland Trail Blazers,191.0,4.5,-200.0,170.0,192,4,2,2,1,0.6666666666666666,0.37037037037037035,0.03703703703703698,0.6428571428571429
2009-02-24,Chicago Bulls,Orlando Magic,204.5,2.5,105.0,-125.0,222,18,2,2,1,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2009-02-24,Toronto Raptors,Minnesota Timberwolves,208.0,6.5,-280.0,240.0,228,8,2,2,1,0.7368421052631579,0.29411764705882354,0.030959752321981338,0.7147147147147147
2009-02-24,Miami Heat,Detroit Pistons,182.0,4.5,-180.0,160.0,194,12,2,2,1,0.6428571428571429,0.38461538461538464,0.027472527472527597,0.6256684491978609
2009-02-24,Cleveland Cavaliers,Memphis Grizzlies,189.5,13.5,-3500.0,1750.0,173,15,2,4,1,0.9722222222222222,0.05405405405405406,0.026276276276276267,0.9473299195318216
2009-02-24,Oklahoma City Thunder,Los Angeles Lakers,222.5,8.5,310.0,-380.0,200,-14,3,2,0,0.24390243902439024,0.7916666666666666,0.03556910569105698,0.2355250245338567
2009-02-25,Dallas Mavericks,Milwaukee Bucks,209.0,7.0,-380.0,300.0,212,20,1,3,1,0.7916666666666666,0.25,0.04166666666666652,0.7600000000000001
2009-02-25,Los Angeles Clippers,Boston Celtics,198.0,8.0,475.0,-650.0,184,2,2,2,1,0.17391304347826086,0.8666666666666667,0.04057971014492745,0.1671309192200557
2009-02-25,Sacramento Kings,Charlotte Bobcats,201.0,3.5,130.0,-150.0,189,-7,2,1,0,0.43478260869565216,0.6,0.034782608695652195,0.42016806722689076
2009-02-25,Denver Nuggets,Atlanta Hawks,203.5,8.0,-550.0,425.0,219,1,2,2,1,0.8461538461538461,0.19047619047619047,0.0366300366300365,0.8162544169611309
2009-02-25,San Antonio Spurs,Portland Trail Blazers,180.5,2.5,-125.0,105.0,183,15,1,1,1,0.5555555555555556,0.4878048780487805,0.04336043360433606,0.5324675324675325
2009-02-25,Indiana Pacers,Memphis Grizzlies,209.0,7.5,-330.0,265.0,203,5,2,1,1,0.7674418604651163,0.273972602739726,0.04141446320484232,0.7369226063016213
