Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin,Days_Rest_Home,Days_Rest_Away,home_win,implied_home_prob_vig,implied_away_prob_vig,vig,market_home_prob
2018-12-31,New Orleans Pelicans,Minnesota Timberwolves,232.0,4.5,-120.0,100.0,237,9,2,1,1,0.5454545454545454,0.5,0.045454545454545414,0.5217391304347826
2018-12-31,Charlotte Bobcats,Orlando Magic,210.0,7.5,-380.0,290.0,225,25,2,1,1,0.7916666666666666,0.2564102564102564,0.048076923076922906,0.7553516819571866
2018-12-31,Indiana Pacers,Atlanta Hawks,220.5,11.0,-1400.0,800.0,224,8,3,2,1,0.9333333333333333,0.1111111111111111,0.04444444444444451,0.8936170212765957
2018-12-31,San Antonio Spurs,Boston Celtics,220.0,0.0,-105.0,-115.0,231,9,2,2,1,0.5121951219512195,0.5348837209302325,0.04707884288145214,0.4891657638136511
2018-12-31,Phoenix Suns,Golden State Warriors,227.5,10.0,450.0,-650.0,241,-23,2,2,0,0.18181818181818182,0.8666666666666667,0.048484848484848575,0.17341040462427745
2019-01-01,Los Angeles Clippers,Philadelphia 76ers,234.0,3.0,105.0,-125.0,232,-6,3,2,0,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2019-01-01,Sacramento Kings,Portland Trail Blazers,230.0,1.5,100.0,-120.0,221,-5,2,2,0,0.5,0.5454545454545454,0.045454545454545414,0.4782608695652174
2019-01-01,Toronto Raptors,Utah Jazz,212.0,3.0,-115.0,-105.0,238,6,2,3,1,0.5348837209302325,0.5121951219512195,0.04707884288145214,0.5108342361863488
2019-01-01,Milwaukee Bucks,Detroit Pistons,218.0,10.0,-600.0,425.0,219,23,3,2,1,0.8571428571428571,0.19047619047619047,0.04761904761904745,0.8181818181818182
2019-01-01,Denver Nuggets,New York Knicks,217.5,13.5,-1400.0,800.0,223,7,3,3,1,0.9333333333333333,0.1111111111111111,0.04444444444444451,0.8936170212765957
2019-01-02,Los Angeles Lakers,Oklahoma City Thunder,230.0,6.0,190.0,-240.0,207,-7,3,2,0,0.3448275862068966,0.7058823529411765,0.05070993914807298,0.3281853281853282
2019-01-02,Phoenix Suns,Philadelphia 76ers,228.5,6.0,145.0,-170.0,259,-5,2,1,0,0.40816326530612246,0.6296296296296297,0.03779289493575222,0.39329934450109244
2019-01-02,Memphis Grizzlies,Detroit Pistons,199.0,5.0,-260.0,210.0,195,-7,2,1,0,0.7222222222222222,0.3225806451612903,0.04480286738351258,0.6912521440823327
2019-01-02,Boston Celtics,Minnesota Timberwolves,221.5,6.0,-280.0,230.0,217,13,2,2,1,0.7368421052631579,0.30303030303030304,0.03987240829346095,0.7085889570552146
2019-01-02,Chicago Bulls,Orlando Magic,199.5,2.5,100.0,-120.0,196,-28,3,2,0,0.5,0.5454545454545454,0.045454545454545414,0.4782608695652174
2019-01-02,Charlotte Bobcats,Dallas Mavericks,220.0,3.0,-125.0,105.0,206,-38,2,2,0,0.5555555555555556,0.4878048780487805,0.04336043360433606,0.5324675324675325
2019-01-02,Washington Wizards,Atlanta Hawks,229.0,4.0,-260.0,210.0,212,16,4,2,1,0.7222222222222222,0.3225806451612903,0.04480286738351258,0.6912521440823327
2019-01-02,Cleveland Cavaliers,Miami Heat,204.5,6.5,185.0,-230.0,209,-25,4,3,0,0.3508771929824561,0.696969696969697,0.04784688995215314,0.334855403348554
2019-01-02,Brooklyn Nets,New Orleans Pelicans,230.5,1.0,105.0,-125.0,247,5,4,2,1,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2019-01-03,San Antonio Spurs,Toronto Raptors,216.5,1.5,-160.0,140.0,232,18,3,2,1,0.6153846153846154,0.4166666666666667,0.03205128205128216,0.5962732919254659
2019-01-03,Sacramento Kings,Denver Nuggets,227.5,2.5,145.0,-170.0,230,-4,2,2,0,0.40816326530612246,0.6296296296296297,0.03779289493575222,0.39329934450109244
2019-01-03,Golden State Warriors,Houston Rockets,225.5,8.0,-420.0,320.0,269,-1,3,3,0,0.8076923076923077,0.23809523809523808,0.04578754578754585,0.7723292469352013
2019-01-04,Phoenix Suns,Los Angeles Clippers,233.0,4.5,175.0,-210.0,232,-10,2,3,0,0.36363636363636365,0.6774193548387096,0.04105571847507328,0.34929577464788736
2019-01-04,Portland Trail Blazers,Oklahoma City Thunder,223.5,0.0,-110.0,-110.0,220,-2,3,2,0,0.5238095238095238,0.5238095238095238,0.04761904761904767,0.5
2019-01-04,Los Angeles Lakers,New York Knicks,224.0,7.0,-250.0,200.0,231,-7,2,3,0,0.7142857142857143,0.3333333333333333,0.04761904761904767,0.6818181818181818
2019-01-04,Chicago Bulls,Indiana Pacers,201.5,6.0,240.0,-300.0,235,-3,2,4,0,0.29411764705882354,0.75,0.044117647058823595,0.28169014084507044
2019-01-04,Milwaukee Bucks,Atlanta Hawks,230.5,13.5,-1600.0,900.0,256,32,3,2,1,0.9411764705882353,0.1,0.04117647058823537,0.9039548022598869
2019-01-04,Miami Heat,Washington Wizards,214.5,7.0,-290.0,235.0,224,6,2,2,1,0.7435897435897436,0.29850746268656714,0.04209720627631075,0.7135512302607419
2019-01-04,Memphis Grizzlies,Brooklyn Nets,204.0,3.0,-180.0,150.0,209,-9,2,2,0,0.6428571428571429,0.4,0.04285714285714293,0.6164383561643836
2019-01-04,Cleveland Cavaliers,Utah Jazz,208.0,10.0,400.0,-550.0,208,-26,2,3,0,0.2,0.8461538461538461,0.04615384615384621,0.19117647058823528
2019-01-04,Boston Celtics,Dallas Mavericks,217.0,5.5,-180.0,150.0,207,21,2,2,1,0.6428571428571429,0.4,0.04285714285714293,0.6164383561643836
2019-01-04,Minnesota Timberwolves,Orlando Magic,212.0,6.0,-180.0,150.0,223,17,2,2,1,0.6428571428571429,0.4,0.04285714285714293,0.6164383561643836
2019-01-05,Sacramento Kings,Golden State Warriors,238.5,8.5,290.0,-380.0,250,-4,2,2,0,0.2564102564102564,0.7916666666666666,0.048076923076922906,0.24464831804281348
2019-01-05,San Antonio Spurs,Memphis Grizzlies,205.0,8.5,-420.0,320.0,196,20,2,1,1,0.8076923076923077,0.23809523809523808,0.04578754578754585,0.7723292469352013
2019-01-05,Milwaukee Bucks,Toronto Raptors,222.5,5.5,-240.0,190.0,239,-7,1,2,0,0.7058823529411765,0.3448275862068966,0.05070993914807298,0.6718146718146719
2019-01-05,Portland Trail Blazers,Houston Rockets,216.5,1.5,-135.0,115.0,211,9,1,2,1,0.574468085106383,0.46511627906976744,0.03958436417615041,0.552594002855783
2019-01-05,Philadelphia 76ers,Dallas Mavericks,226.5,6.5,-275.0,225.0,206,6,3,1,1,0.7333333333333333,0.3076923076923077,0.04102564102564088,0.7044334975369458
2019-01-05,Detroit Pistons,Utah Jazz,208.0,1.5,150.0,-180.0,215,-5,3,1,0,0.4,0.6428571428571429,0.04285714285714293,0.3835616438356164
2019-01-05,Denver Nuggets,Charlotte Bobcats,219.5,8.0,-500.0,375.0,233,13,2,3,1,0.8333333333333334,0.21052631578947367,0.04385964912280693,0.7983193277310925
2019-01-05,Cleveland Cavaliers,New Orleans Pelicans,222.5,8.5,400.0,-550.0,231,-35,1,3,0,0.2,0.8461538461538461,0.04615384615384621,0.19117647058823528
2019-01-06,Chicago Bulls,Brooklyn Nets,208.0,2.5,110.0,-130.0,217,-17,2,2,0,0.47619047619047616,0.5652173913043478,0.04140786749482395,0.4572564612326044
2019-01-06,Los Angeles Clippers,Orlando Magic,220.5,7.5,-300.0,240.0,202,10,2,2,1,0.75,0.29411764705882354,0.044117647058823595,0.7183098591549295
2019-01-06,Minnesota Timberwolves,Los Angeles Lakers,222.0,7.0,-400.0,300.0,194,22,2,2,1,0.8,0.25,0.050000000000000044,0.7619047619047619
2019-01-06,Atlanta Hawks,Miami Heat,221.5,5.0,240.0,-300.0,188,24,2,2,1,0.29411764705882354,0.75,0.044117647058823595,0.28169014084507044
2019-01-06,Oklahoma City Thunder,Washington Wizards,226.0,10.5,-700.0,500.0,214,-18,2,2,0,0.875,0.16666666666666666,0.04166666666666674,0.84
2019-01-06,Toronto Raptors,Indiana Pacers,213.0,2.0,-110.0,-110.0,226,16,1,2,1,0.5238095238095238,0.5238095238095238,0.04761904761904767,0.5
2019-01-06,Phoenix Suns,Charlotte Bobcats,224.0,2.5,-120.0,100.0,232,-6,2,1,0,0.5454545454545454,0.5,0.045454545454545414,0.5217391304347826
2019-01-07,Sacramento Kings,Orlando Magic,224.0,5.0,-190.0,160.0,206,16,2,1,1,0.6551724137931034,0.38461538461538464,0.039787798408488007,0.6301020408163266
2019-01-07,Portland Trail Blazers,New York Knicks,220.5,12.0,-800.0,550.0,212,10,2,3,1,0.8888888888888888,0.15384615384615385,0.04273504273504258,0.8524590163934427
2019-01-07,Houston Rockets,Denver Nuggets,215.0,1.0,-120.0,100.0,238,12,2,2,1,0.5454545454545454,0.5,0.045454545454545414,0.5217391304347826
2019-01-07,Dallas Mavericks,Los Angeles Lakers,222.5,8.0,-310.0,250.0,204,-10,2,1,0,0.7560975609756098,0.2857142857142857,0.04181184668989557,0.725752508361204
2019-01-07,New Orleans Pelicans,Memphis Grizzlies,212.5,5.5,-200.0,170.0,209,19,2,2,1,0.6666666666666666,0.37037037037037035,0.03703703703703698,0.6428571428571429
2019-01-07,Milwaukee Bucks,Utah Jazz,221.5,5.5,-230.0,185.0,216,12,2,2,1,0.696969696969697,0.3508771929824561,0.04784688995215314,0.665144596651446
2019-01-07,Boston Celtics,Brooklyn Nets,218.5,10.5,-700.0,500.0,211,21,3,1,1,0.875,0.16666666666666666,0.04166666666666674,0.84
2019-01-07,Detroit Pistons,San Antonio Spurs,213.5,3.5,130.0,-150.0,226,-12,2,2,0,0.43478260869565216,0.6,0.034782608695652195,0.42016806722689076
2019-01-08,Golden State Warriors,New York Knicks,230.0,16.5,-6000.0,1600.0,217,27,3,1,1,0.9836065573770492,0.058823529411764705,0.04243008678881388,0.9435707678075855
2019-01-08,Phoenix Suns,Sacramento Kings,232.0,3.0,150.0,-180.0,226,4,2,1,1,0.4,0.6428571428571429,0.04285714285714293,0.3835616438356164
2019-01-08,Oklahoma City Thunder,Minnesota Timberwolves,223.5,7.5,-400.0,300.0,236,-2,2,2,0,0.8,0.25,0.050000000000000044,0.7619047619047619
2019-01-08,Los Angeles Clippers,Charlotte Bobcats,230.0,5.0,-275.0,225.0,237,19,2,2,1,0.7333333333333333,0.3076923076923077,0.04102564102564088,0.7044334975369458
2019-01-08,Toronto Raptors,Atlanta Hawks,228.5,15.0,-1400.0,800.0,205,3,2,2,1,0.9333333333333333,0.1111111111111111,0.04444444444444451,0.8936170212765957
2019-01-08,Cleveland Cavaliers,Indiana Pacers,207.0,9.5,425.0,-600.0,238,-8,3,2,0,0.19047619047619047,0.8571428571428571,0.04761904761904745,0.18181818181818185
2019-01-08,Philadelphia 76ers,Washington Wizards,227.5,8.5,-400.0,300.0,247,17,3,2,1,0.8,0.25,0.050000000000000044,0.7619047619047619
2019-01-08,Miami Heat,Denver Nuggets,209.5,1.0,-130.0,110.0,202,-4,2,1,0,0.5652173913043478,0.47619047619047616,0.04140786749482395,0.5427435387673957
2019-01-09,Washington Wizards,Philadelphia 76ers,226.0,2.5,145.0,-170.0,229,17,1,1,1,0.40816326530612246,0.6296296296296297,0.03779289493575222,0.39329934450109244
2019-01-09,Boston Celtics,Indiana Pacers,212.5,6.5,-310.0,250.0,243,27,2,1,1,0.7560975609756098,0.2857142857142857,0.04181184668989557,0.725752508361204
2019-01-09,Brooklyn Nets,Atlanta Hawks,227.0,8.0,-400.0,300.0,216,16,2,1,1,0.8,0.25,0.050000000000000044,0.7619047619047619
2019-01-09,Houston Rockets,Milwaukee Bucks,225.5,0.0,105.0,-125.0,225,-7,2,2,0,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2019-01-09,Memphis Grizzlies,San Antonio Spurs,204.0,3.5,130.0,-150.0,182,10,2,2,1,0.43478260869565216,0.6,0.034782608695652195,0.42016806722689076
2019-01-09,New Orleans Pelicans,Cleveland Cavaliers,221.5,13.5,-1800.0,950.0,264,16,2,1,1,0.9473684210526315,0.09523809523809523,0.04260651629072676,0.9086538461538461
2019-01-09,Dallas Mavericks,Phoenix Suns,221.0,9.0,-800.0,550.0,198,10,2,1,1,0.8888888888888888,0.15384615384615385,0.04273504273504258,0.8524590163934427
2019-01-09,Utah Jazz,Orlando Magic,206.5,9.0,-550.0,400.0,199,13,2,2,1,0.8461538461538461,0.2,0.04615384615384621,0.8088235294117646
2019-01-09,Portland Trail Blazers,Chicago Bulls,205.5,10.0,-600.0,425.0,236,12,2,3,1,0.8571428571428571,0.19047619047619047,0.04761904761904745,0.8181818181818182
2019-01-09,Los Angeles Lakers,Detroit Pistons,218.0,2.0,-125.0,105.0,213,13,2,2,1,0.5555555555555556,0.4878048780487805,0.04336043360433606,0.5324675324675325
2019-01-10,Sacramento Kings,Detroit Pistons,224.5,5.0,-360.0,280.0,214,10,2,1,1,0.782608695652174,0.2631578947368421,0.04576659038901609,0.7483588621444202
2019-01-10,San Antonio Spurs,Oklahoma City Thunder,224.5,1.0,105.0,-125.0,301,7,1,2,1,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2019-01-10,Miami Heat,Boston Celtics,209.5,1.5,135.0,-155.0,214,16,2,1,1,0.425531914893617,0.6078431372549019,0.03337505214851899,0.4117884537747275
2019-01-10,Denver Nuggets,Los Angeles Clippers,226.0,5.5,-230.0,185.0,221,21,2,2,1,0.696969696969697,0.3508771929824561,0.04784688995215314,0.665144596651446
2019-01-11,Portland Trail Blazers,Charlotte Bobcats,223.0,6.5,-270.0,220.0,223,31,2,3,1,0.7297297297297297,0.3125,0.042229729729729826,0.7001620745542949
2019-01-11,Washington Wizards,Milwaukee Bucks,231.0,7.5,115.0,-135.0,219,7,2,2,1,0.46511627906976744,0.574468085106383,0.03958436417615041,0.447405997144217
2019-01-11,Philadelphia 76ers,Atlanta Hawks,231.5,12.5,-650.0,450.0,244,-2,2,2,0,0.8666666666666667,0.18181818181818182,0.048484848484848575,0.8265895953757225
2019-01-11,New York Knicks,Indiana Pacers,218.5,8.0,300.0,-400.0,227,-15,3,2,0,0.25,0.8,0.050000000000000044,0.23809523809523808
2019-01-11,Toronto Raptors,Brooklyn Nets,219.5,10.5,-650.0,450.0,227,17,3,2,1,0.8666666666666667,0.18181818181818182,0.048484848484848575,0.8265895953757225
2019-01-11,Houston Rockets,Cleveland Cavaliers,217.5,14.5,-1600.0,900.0,254,28,2,2,1,0.9411764705882353,0.1,0.04117647058823537,0.9039548022598869
2019-01-11,Minnesota Timberwolves,Dallas Mavericks,221.0,4.5,-190.0,160.0,234,-4,3,2,0,0.6551724137931034,0.38461538461538464,0.039787798408488007,0.6301020408163266
2019-01-11,Utah Jazz,Los Angeles Lakers,217.0,10.0,-400.0,300.0,208,18,2,2,1,0.8,0.25,0.050000000000000044,0.7619047619047619
2019-01-11,Golden State Warriors,Chicago Bulls,221.5,15.5,-2500.0,1100.0,255,37,3,2,1,0.9615384615384616,0.08333333333333333,0.044871794871794934,0.9202453987730062
2019-01-12,Phoenix Suns,Denver Nuggets,217.5,10.0,375.0,-500.0,195,9,3,2,1,0.21052631578947367,0.8333333333333334,0.04385964912280693,0.20168067226890757
2019-01-12,Minnesota Timberwolves,New Orleans Pelicans,234.0,1.5,105.0,-125.0,216,4,1,3,1,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2019-01-12,Oklahoma City Thunder,San Antonio Spurs,228.0,3.0,-260.0,210.0,234,10,2,2,1,0.7222222222222222,0.3225806451612903,0.04480286738351258,0.6912521440823327
2019-01-12,Los Angeles Clippers,Detroit Pistons,221.0,7.5,-330.0,260.0,213,-5,2,2,0,0.7674418604651163,0.2777777777777778,0.04521963824289399,0.7342398022249692
2019-01-12,Miami Heat,Memphis Grizzlies,196.5,4.5,-170.0,145.0,220,4,2,3,1,0.6296296296296297,0.40816326530612246,0.03779289493575222,0.6067006554989074
2019-01-12,Utah Jazz,Chicago Bulls,206.0,11.5,-900.0,600.0,212,8,1,1,1,0.9,0.14285714285714285,0.04285714285714293,0.863013698630137
2019-01-12,Orlando Magic,Boston Celtics,210.0,7.0,275.0,-350.0,208,2,3,2,1,0.26666666666666666,0.7777777777777778,0.04444444444444451,0.2553191489361702
2019-01-12,Sacramento Kings,Charlotte Bobcats,234.5,4.0,-250.0,200.0,201,7,2,1,1,0.7142857142857143,0.3333333333333333,0.04761904761904767,0.6818181818181818
2019-01-13,Denver Nuggets,Portland Trail Blazers,217.0,4.5,-190.0,160.0,229,3,1,2,1,0.6551724137931034,0.38461538461538464,0.039787798408488007,0.6301020408163266
2019-01-13,Los Angeles Lakers,Cleveland Cavaliers,216.5,9.5,-650.0,450.0,196,-6,2,2,0,0.8666666666666667,0.18181818181818182,0.048484848484848575,0.8265895953757225
2019-01-13,Dallas Mavericks,Golden State Warriors,228.5,5.5,210.0,-260.0,233,-5,2,2,0,0.3225806451612903,0.7222222222222222,0.04480286738351258,0.30874785591766724
2019-01-13,Orlando Magic,Houston Rockets,213.5,4.5,180.0,-220.0,225,7,1,2,1,0.35714285714285715,0.6875,0.044642857142857206,0.3418803418803419
2019-01-13,Atlanta Hawks,Milwaukee Bucks,232.5,11.0,400.0,-550.0,247,-19,2,2,0,0.2,0.8461538461538461,0.04615384615384621,0.19117647058823528
2019-01-13,Washington Wizards,Toronto Raptors,227.5,6.5,180.0,-220.0,278,-2,2,2,0,0.35714285714285715,0.6875,0.044642857142857206,0.3418803418803419
2019-01-13,New York Knicks,Philadelphia 76ers,227.5,6.0,375.0,-500.0,213,-3,2,2,0,0.21052631578947367,0.8333333333333334,0.04385964912280693,0.20168067226890757
2019-01-14,Sacramento Kings,Portland Trail Blazers,227.5,1.0,-130.0,110.0,222,8,2,1,1,0.5652173913043478,0.47619047619047616,0.04140786749482395,0.5427435387673957
2019-01-14,Utah Jazz,Detroit Pistons,208.5,8.0,-360.0,280.0,194,6,2,2,1,0.782608695652174,0.2631578947368421,0.04576659038901609,0.7483588621444202
2019-01-14,Los Angeles Clippers,New Orleans Pelicans,240.0,2.0,100.0,-120.0,238,-4,2,2,0,0.5,0.5454545454545454,0.045454545454545414,0.4782608695652174
2019-01-14,Houston Rockets,Memphis Grizzlies,203.0,7.0,-170.0,145.0,206,18,1,2,1,0.6296296296296297,0.40816326530612246,0.03779289493575222,0.6067006554989074
2019-01-14,Brooklyn Nets,Boston Celtics,221.0,4.5,120.0,-140.0,211,7,3,2,1,0.45454545454545453,0.5833333333333334,0.037878787878787845,0.43795620437956206
2019-01-14,San Antonio Spurs,Charlotte Bobcats,223.0,8.0,-360.0,280.0,201,-15,2,2,0,0.782608695652174,0.2631578947368421,0.04576659038901609,0.7483588621444202
2019-01-15,Philadelphia 76ers,Minnesota Timberwolves,232.0,4.5,-260.0,210.0,256,42,2,3,1,0.7222222222222222,0.3225806451612903,0.04480286738351258,0.6912521440823327
2019-01-15,Indiana Pacers,Phoenix Suns,220.0,10.0,-650.0,450.0,228,34,4,3,1,0.8666666666666667,0.18181818181818182,0.048484848484848575,0.8265895953757225
2019-01-15,Atlanta Hawks,Oklahoma City Thunder,233.0,8.5,400.0,-550.0,268,16,2,3,1,0.2,0.8461538461538461,0.04615384615384621,0.19117647058823528
2019-01-15,Milwaukee Bucks,Miami Heat,220.0,9.0,-450.0,350.0,210,38,2,3,1,0.8181818181818182,0.2222222222222222,0.04040404040404044,0.7864077669902912
2019-01-15,Denver Nuggets,Golden State Warriors,228.0,1.5,115.0,-135.0,253,-31,2,2,0,0.46511627906976744,0.574468085106383,0.03958436417615041,0.447405997144217
2019-01-15,Los Angeles Lakers,Chicago Bulls,214.0,6.0,-300.0,240.0,207,7,2,3,1,0.75,0.29411764705882354,0.044117647058823595,0.7183098591549295
2019-01-16,Golden State Warriors,New Orleans Pelicans,240.5,7.0,-330.0,260.0,287,7,1,2,1,0.7674418604651163,0.2777777777777778,0.04521963824289399,0.7342398022249692
2019-01-16,Los Angeles Clippers,Utah Jazz,221.5,1.0,-120.0,100.0,238,-20,2,2,0,0.5454545454545454,0.5,0.045454545454545414,0.5217391304347826
2019-01-16,Portland Trail Blazers,Cleveland Cavaliers,217.5,12.5,-1800.0,950.0,241,17,2,3,1,0.9473684210526315,0.09523809523809523,0.04260651629072676,0.9086538461538461
2019-01-16,Dallas Mavericks,San Antonio Spurs,218.5,1.0,-120.0,100.0,206,-4,3,2,0,0.5454545454545454,0.5,0.045454545454545414,0.5217391304347826
2019-01-16,Boston Celtics,Toronto Raptors,222.0,2.0,-145.0,125.0,225,9,2,3,1,0.5918367346938775,0.4444444444444444,0.03628117913832196,0.5711159737417943
2019-01-16,Memphis Grizzlies,Milwaukee Bucks,209.5,7.0,225.0,-275.0,212,-10,2,1,0,0.3076923076923077,0.7333333333333333,0.04102564102564088,0.29556650246305427
2019-01-16,Detroit Pistons,Orlando Magic,204.0,3.0,-170.0,145.0,235,5,2,3,1,0.6296296296296297,0.40816326530612246,0.03779289493575222,0.6067006554989074
2019-01-16,Houston Rockets,Brooklyn Nets,220.5,5.0,-250.0,200.0,287,-3,2,2,0,0.7142857142857143,0.3333333333333333,0.04761904761904767,0.6818181818181818
2019-01-17,Denver Nuggets,Chicago Bulls,212.0,12.0,-1600.0,900.0,240,30,2,2,1,0.9411764705882353,0.1,0.04117647058823537,0.9039548022598869
2019-01-17,Washington Wizards,New York Knicks,225.0,7.0,-330.0,260.0,201,1,4,4,1,0.7674418604651163,0.2777777777777778,0.04521963824289399,0.7342398022249692
2019-01-17,Indiana Pacers,Philadelphia 76ers,224.5,2.5,-150.0,130.0,216,-24,2,2,0,0.6,0.43478260869565216,0.034782608695652195,0.5798319327731092
2019-01-17,Charlotte Bobcats,Sacramento Kings,230.0,1.5,-145.0,125.0,209,19,3,3,1,0.5918367346938775,0.4444444444444444,0.03628117913832196,0.5711159737417943
2019-01-17,Toronto Raptors,Phoenix Suns,225.0,10.5,-450.0,350.0,220,2,1,2,1,0.8181818181818182,0.2222222222222222,0.04040404040404044,0.7864077669902912
2019-01-17,Oklahoma City Thunder,Los Angeles Lakers,226.0,10.0,-600.0,425.0,266,-10,2,2,0,0.8571428571428571,0.19047619047619047,0.04761904761904745,0.8181818181818182
2019-01-18,Portland Trail Blazers,New Orleans Pelicans,232.5,2.0,-150.0,130.0,240,16,2,2,1,0.6,0.43478260869565216,0.034782608695652195,0.5798319327731092
2019-01-18,Utah Jazz,Cleveland Cavaliers,214.5,15.0,-3000.0,1200.0,214,16,2,2,1,0.967741935483871,0.07692307692307693,0.04466501240694787,0.9263657957244656
2019-01-18,Minnesota Timberwolves,San Antonio Spurs,224.5,1.0,-130.0,110.0,229,-3,3,2,0,0.5652173913043478,0.47619047619047616,0.04140786749482395,0.5427435387673957
2019-01-18,Orlando Magic,Brooklyn Nets,216.0,1.0,-145.0,125.0,232,-2,2,2,0,0.5918367346938775,0.4444444444444444,0.03628117913832196,0.5711159737417943
2019-01-18,Boston Celtics,Memphis Grizzlies,204.5,10.5,-650.0,450.0,238,6,2,2,1,0.8666666666666667,0.18181818181818182,0.048484848484848575,0.8265895953757225
2019-01-18,Los Angeles Clippers,Golden State Warriors,241.0,5.5,240.0,-300.0,206,-18,2,2,0,0.29411764705882354,0.75,0.044117647058823595,0.28169014084507044
2019-01-18,Detroit Pistons,Miami Heat,207.5,2.0,-145.0,125.0,191,5,2,3,1,0.5918367346938775,0.4444444444444444,0.03628117913832196,0.5711159737417943
2019-01-19,Chicago Bulls,Miami Heat,206.5,2.5,150.0,-180.0,220,-14,2,1,0,0.4,0.6428571428571429,0.04285714285714293,0.3835616438356164
2019-01-19,Toronto Raptors,Memphis Grizzlies,209.0,12.5,-700.0,500.0,209,29,2,1,1,0.875,0.16666666666666666,0.04166666666666674,0.84
2019-01-19,Denver Nuggets,Cleveland Cavaliers,218.0,16.5,-5000.0,1500.0,226,22,2,1,1,0.9803921568627451,0.0625,0.04289215686274517,0.9400705052878965
2019-01-19,Atlanta Hawks,Boston Celtics,227.0,8.5,260.0,-330.0,218,-8,4,1,0,0.2777777777777778,0.7674418604651163,0.04521963824289399,0.2657601977750309
2019-01-19,Houston Rockets,Los Angeles Lakers,225.5,8.0,-330.0,260.0,272,4,3,2,1,0.7674418604651163,0.2777777777777778,0.04521963824289399,0.7342398022249692
2019-01-19,Indiana Pacers,Dallas Mavericks,214.5,6.5,-350.0,275.0,210,12,2,3,1,0.7777777777777778,0.26666666666666666,0.04444444444444451,0.7446808510638298
2019-01-19,Detroit Pistons,Sacramento Kings,221.0,1.0,105.0,-125.0,204,-2,1,2,0,0.4878048780487805,0.5555555555555556,0.04336043360433606,0.4675324675324675
2019-01-19,Charlotte Bobcats,Phoenix Suns,223.0,6.0,-310.0,250.0,250,20,2,2,1,0.7560975609756098,0.2857142857142857,0.04181184668989557,0.725752508361204
2019-01-19,Orlando Magic,Milwaukee Bucks,220.0,9.5,500.0,-700.0,226,-10,1,3,0,0.16666666666666666,0.875,0.04166666666666674,0.15999999999999998
2019-01-19,Philadelphia 76ers,Oklahoma City Thunder,236.0,2.0,-170.0,145.0,232,-2,2,2,0,0.6296296296296297,0.40816326530612246,0.03779289493575222,0.6067006554989074
2019-01-20,Indiana Pacers,Charlotte Bobcats,219.0,7.0,-360.0,280.0,215,25,1,1,1,0.782608695652174,0.2631578947368421,0.04576659038901609,0.7483588621444202
2019-01-20,Minnesota Timberwolves,Phoenix Suns,227.5,10.0,-1200.0,750.0,230,2,2,1,1,0.9230769230769231,0.11764705882352941,0.040723981900452566,0.8869565217391304
2019-01-20,San Antonio Spurs,Los Angeles Clippers,226.0,8.0,-550.0,400.0,198,-8,2,2,0,0.8461538461538461,0.2,0.04615384615384621,0.8088235294117646
2019-01-21,Los Angeles Lakers,Golden State Warriors,235.0,10.5,850.0,-1500.0,241,-19,2,3,0,0.10526315789473684,0.9375,0.042763157894736725,0.10094637223974764
2019-01-21,Utah Jazz,Portland Trail Blazers,217.0,5.0,-210.0,175.0,213,-5,3,3,0,0.6774193548387096,0.36363636363636365,0.04105571847507328,0.6507042253521127
2019-01-21,Philadelphia 76ers,Houston Rockets,234.0,4.0,-200.0,170.0,214,28,2,2,1,0.6666666666666666,0.37037037037037035,0.03703703703703698,0.6428571428571429
2019-01-21,Boston Celtics,Miami Heat,215.0,8.0,-450.0,350.0,206,8,2,2,1,0.8181818181818182,0.2222222222222222,0.04040404040404044,0.7864077669902912
2019-01-21,Memphis Grizzlies,New Orleans Pelicans,217.5,3.5,-145.0,125.0,190,-20,2,3,0,0.5918367346938775,0.4444444444444444,0.03628117913832196,0.5711159737417943
2019-01-21,Brooklyn Nets,Sacramento Kings,230.0,2.5,-160.0,140.0,217,29,3,2,1,0.6153846153846154,0.4166666666666667,0.03205128205128216,0.5962732919254659
2019-01-21,Atlanta Hawks,Orlando Magic,220.0,0.0,-115.0,-105.0,225,-19,2,2,0,0.5348837209302325,0.5121951219512195,0.04707884288145214,0.5108342361863488
2019-01-21,Milwaukee Bucks,Dallas Mavericks,230.0,11.0,-900.0,600.0,222,10,2,2,1,0.9,0.14285714285714285,0.04285714285714293,0.863013698630137
2019-01-21,Washington Wizards,Detroit Pistons,216.5,4.0,-240.0,190.0,188,14,4,2,1,0.7058823529411765,0.3448275862068966,0.05070993914807298,0.6718146718146719
2019-01-21,Cleveland Cavaliers,Chicago Bulls,212.5,2.0,130.0,-150.0,192,-16,2,2,0,0.43478260869565216,0.6,0.034782608695652195,0.42016806722689076
2019-01-21,New York Knicks,Oklahoma City Thunder,228.5,9.5,375.0,-500.0,236,-18,4,2,0,0.21052631578947367,0.8333333333333334,0.04385964912280693,0.20168067226890757
